id,y_true,y_pred,absolute_error
1736345448.716774,25.0,146.27950555690472,121.27950555690472
1736345450.726662,172.0,148.49368341882766,23.506316581172342
1736345452.736717,138.0,171.82608717603588,33.826087176035884
1736345454.746446,336.0,254.9226747897597,81.0773252102403
1736345456.755549,53.0,116.22357073469362,63.22357073469362
1736345458.766212,108.0,105.2050782794165,2.794921720583502
1736345460.776292,242.0,279.3112976495296,37.31129764952959
1736345462.786013,122.0,169.70306360529418,47.703063605294176
1736345468.811525,142.0,142.51668652733716,0.516686527337157
1736345470.82168,101.0,97.25250430863412,3.74749569136587
1736345472.831457,259.0,158.27435685146017,100.72564314853985
1736345474.841535,114.0,88.07153288021792,25.928467119782084
1736345476.851557,120.0,162.60032245893694,42.600322458936944
1736345478.861959,293.0,199.69676012983768,93.30323987016232
1736345480.871607,49.0,85.80059763704412,36.80059763704412
1736345482.881839,72.0,109.99902779890029,37.99902779890027
1736345484.891583,102.0,111.44927557408718,9.44927557408718
1736345486.901726,69.0,111.54550875990512,42.54550875990512
1736345488.911426,217.0,180.13119806631482,36.86880193368518
1736345490.921252,173.0,218.17956586383505,45.17956586383505
1736345492.930804,31.0,97.79557804124124,66.79557804124123
1736345494.939712,132.0,121.22650413525088,10.773495864749108
1736345496.949919,52.0,63.272209632486906,11.272209632486906
1736345498.960153,246.0,152.79406586257076,93.20593413742924
1736345500.96994,317.0,230.559465946703,86.440534053297
1736345502.980109,91.0,91.20379026592302,0.2037902659230184
1736345504.98989,91.0,180.6721866536716,89.67218665367162
1736345507.000032,292.0,200.6597719852188,91.34022801478122
1736345509.010179,225.0,223.08013577465823,1.9198642253417688
1736345511.01896,158.0,95.3081803713743,62.691819628625694
1736345513.028979,135.0,103.56520878091511,31.43479121908489
1736345515.038979,275.0,218.13861770833944,56.86138229166056
1736345517.049116,200.0,144.42650416308084,55.573495836919165
1736345519.058943,103.0,129.83194068571228,26.831940685712283
1736345521.068369,40.0,136.2340653108199,96.23406531081989
1736345523.078273,180.0,219.3514502516132,39.35145025161313
1736345525.087263,72.0,98.75749764337766,26.75749764337766
1736345527.097332,295.0,221.7739288912224,73.22607110877766
1736345529.108225,65.0,53.72923884480225,11.270761155197746
1736345531.116975,69.0,95.1004370398678,26.100437039867813
1736345533.127223,72.0,50.85933845927724,21.14066154072276
1736345535.137143,185.0,145.42886478164905,39.571135218350975
1736345537.145489,248.0,223.740482745929,24.259517254071
1736345539.153174,143.0,174.7517001077043,31.75170010770429
1736345541.163269,69.0,95.1004370398678,26.100437039867813
1736345543.173237,232.0,230.141733316522,1.858266683478036
1736345545.182959,51.0,75.16727585048733,24.16727585048733
1736345547.192926,233.0,199.2798972977949,33.720102702205025
1736345549.202714,131.0,129.05329822369723,1.9467017763027457
1736345551.21255,100.0,153.4804155188536,53.48041551885359
1736345553.222903,292.0,200.6597719852188,91.34022801478122
1736345555.231684,163.0,213.92295234626727,50.92295234626727
1736345557.241458,280.0,235.4717536036769,44.52824639632311
1736345559.251777,94.0,100.7082718540757,6.708271854075704
1736345561.262028,265.0,165.79595853246482,99.20404146753518
1736345563.271728,187.0,140.41873717359746,46.581262826402536
1736345565.281448,182.0,118.06323326559342,63.936766734406575
1736345567.290958,145.0,123.28822726210797,21.71177273789204
1736345569.300742,246.0,231.5590398725656,14.440960127434437
1736345571.310865,242.0,279.3112976495296,37.31129764952959
1736345573.320989,155.0,222.4836101484881,67.48361014848811
1736345575.33075,95.0,146.27173897170897,51.27173897170897
1736345577.340738,178.0,163.36792373220544,14.63207626779456
1736345579.350553,233.0,254.0550836192973,21.055083619297307
1736345581.360376,220.0,262.6854747166499,42.68547471664988
1736345583.370661,31.0,97.79557804124124,66.79557804124123
1736345585.379416,168.0,142.2101684258435,25.78983157415649
1736345587.389306,88.0,144.85620155198018,56.85620155198018
1736345589.398965,139.0,125.3000414745436,13.69995852545641
1736345591.408694,279.0,214.2120251318944,64.78797486810558
1736345593.418529,170.0,104.08374518466498,65.91625481533502
1736345595.42758,45.0,34.891630978604084,10.108369021395916
1736345597.43735,264.0,244.30072899532888,19.69927100467112
1736345599.447411,87.0,89.95910251657963,2.959102516579634
1736345601.457409,275.0,214.02865025276205,60.97134974723795
1736345603.467501,151.0,164.48803383176866,13.48803383176866
1736345605.477497,248.0,216.00836594106,31.991634058940065
1736345607.487379,100.0,153.4804155188536,53.48041551885359
1736345609.497154,197.0,150.5094820298471,46.49051797015287
1736345611.507251,170.0,134.5786197076171,35.421380292382935
1736345613.517099,236.0,230.5772242337341,5.422775766265886
1736345615.526003,37.0,80.11184913638412,43.11184913638412
1736345617.535634,310.0,254.21618464810828,55.78381535189172
1736345619.545138,104.0,74.6761245641992,29.3238754358008
1736345621.554931,178.0,128.0483408239053,49.951659176094665
1736345623.565528,122.0,191.53507677898563,69.53507677898563
1736345625.575396,258.0,170.67285698732016,87.32714301267984
1736345627.584191,71.0,85.6354697681792,14.635469768179206
1736345629.593837,272.0,192.3219513698492,79.67804863015084
1736345631.603815,72.0,98.75749764337766,26.75749764337766
1736345633.613796,61.0,145.627557515996,84.62755751599599
1736345635.623467,257.0,190.66264878136707,66.33735121863293
1736345637.633156,306.0,249.1507407188866,56.849259281113405
1736345639.641205,104.0,74.6761245641992,29.3238754358008
1736345641.651135,168.0,148.3794723143207,19.62052768567929
1736345643.661493,140.0,172.146765062155,32.146765062155
1736345645.670033,187.0,140.41873717359746,46.581262826402536
1736345647.679883,140.0,172.146765062155,32.146765062155
1736345649.690112,168.0,124.01761825185304,43.98238174814695
1736345651.699906,55.0,42.64913432963907,12.350865670360932
